x,kuiz1,kuiz2,delta,theta,alpha,beta,beta1,beta2,gamma,total
30.524,5.7350360144659834e-05,1.477974794030849e-07,5.711966836701553e-05,1.9319776253475397e-05,1.8159567798428862e-06,4.877630000962523e-07,4.5056850141253316e-07,3.7194498683719405e-08,7.074105789110062e-09,7.875612887982066e-05
30.774,5.797948409263644e-05,1.4638327706574621e-07,5.773015846436695e-05,1.924979565565516e-05,1.7927737447486342e-06,4.893349604160115e-07,4.500295470823409e-07,3.930541333367053e-08,6.293724598218082e-09,7.92777656692274e-05
31.024,5.8559467644446475e-05,1.5358258167769936e-07,5.837493436295282e-05,1.9432940208541888e-05,1.8653565545645586e-06,4.869884247825287e-07,4.451870112325715e-07,4.180141354995733e-08,5.9597947161834975e-09,8.017051643097387e-05
31.274,5.8466505872696027e-05,1.8036931110678217e-07,5.8333930343709425e-05,1.9816824693557145e-05,2.0075842539611825e-06,4.848540213125383e-07,4.4072175313514103e-07,4.413226817739719e-08,5.949465662036657e-09,8.064935023175325e-05
31.524,5.775600553850593e-05,2.3215023612170496e-07,5.762016472456462e-05,2.0086970784899307e-05,2.136877780588526e-06,4.935574818281555e-07,4.452487497666463e-07,4.830873206150889e-08,5.796963707283838e-09,8.034437022092864e-05
31.774,5.653269597941477e-05,2.9971735784804354e-07,5.638104735854166e-05,2.03257411378811e-05,2.2911989953878336e-06,5.070808178776326e-07,4.5057302509522716e-07,5.650779278240558e-08,5.414137892725346e-09,7.951175701587051e-05
32.024,5.5433173595147964e-05,3.422382023516208e-07,5.535401357849619e-05,2.0579638484294353e-05,2.457821649387992e-06,5.117496951844172e-07,4.449339815620589e-07,6.681571362235856e-08,5.03254045172852e-09,7.890945815786795e-05
32.274,5.545958566838361e-05,3.393940613299652e-07,5.5457105685539944e-05,2.0779456886193967e-05,2.588065117915338e-06,4.96195808558575e-07,4.2441861853419467e-07,7.177719002438018e-08,5.15730586160981e-09,7.933011201378783e-05
32.524,5.615498060988515e-05,3.1318274620758825e-07,5.609435704691072e-05,2.1069063537380633e-05,2.694852851225904e-06,4.695071212439216e-07,4.0268881928480267e-07,6.681830195911889e-08,5.624842555547131e-09,8.03374575816084e-05
32.774,5.635952622486824e-05,2.8549744723403426e-07,5.6223252116509825e-05,2.1403881638647153e-05,2.8280487954925183e-06,4.5284059482423866e-07,3.9477676686270196e-07,5.806382796153679e-08,5.95595459154274e-09,8.092025861795232e-05
33.024,5.5981071839574374e-05,2.721825371515018e-07,5.574420462089395e-05,2.164648681022346e-05,2.94373033798187e-06,4.5471587622008394e-07,4.0558360603641343e-07,4.9132270183670525e-08,5.769096411280068e-09,8.079679411381258e-05
33.274,5.5696905515573396e-05,2.6285325665500397e-07,5.532599053227872e-05,2.1790533477299763e-05,3.0012707557639296e-06,4.59386029204425e-07,4.1708106412110403e-07,4.230496508332095e-08,5.582316967647305e-09,8.058425819194147e-05
33.524,5.59756528080484e-05,2.4436985589041074e-07,5.555784943624912e-05,2.1887938913300368e-05,3.023410551310377e-06,4.455844577748589e-07,4.093975762855519e-07,3.61868814893069e-08,6.167099785222482e-09,8.09219739617025e-05
33.774,5.6658345381382936e-05,2.1731396266021597e-07,5.615295276245488e-05,2.196451784872865e-05,2.9912195503294325e-06,4.1656677642181514e-07,3.859912701594175e-07,3.0575506262397635e-08,6.865083098458499e-09,8.153732058519525e-05
34.024,5.710643548438243e-05,1.9099787516933398e-07,5.6493252710004326e-05,2.1924987132008383e-05,2.8671255627606638e-06,3.9680065906415826e-07,3.6954066083727896e-07,2.725999822687937e-08,6.959391727202643e-09,8.169007228487084e-05
34.274,5.6797615235798523e-05,1.7321765742644142e-07,5.5851316411044234e-05,2.2124443020639403e-05,2.6203636625634184e-06,3.995772591160244e-07,3.734307506712257e-07,2.614650844479874e-08,6.245718305096537e-09,8.100584762708284e-05
34.524,5.6272515196456825e-05,1.5478106794787743e-07,5.453648234115962e-05,2.294819872014781e-05,2.2676610781672436e-06,4.1837272773838265e-07,3.9148127450883003e-07,2.6891453229552637e-08,5.0210621384632325e-09,8.01760689243724e-05
34.774,5.615113196024274e-05,1.4465410066865322e-07,5.331755703394956e-05,2.4083651010888473e-05,1.9360986682610486e-06,4.3788421307995963e-07,4.097985415387684e-07,2.8085671541191173e-08,3.7013329779516284e-09,7.978508496770535e-05
35.024,5.6164381508311785e-05,1.4378367524504374e-07,5.2906162050033756e-05,2.4557890735307462e-05,1.8061044981552463e-06,4.4930339602657843e-07,4.196355329445776e-07,2.966786308200076e-08,2.785694159667412e-09,7.972590530355562e-05
35.274,5.666472432015211e-05,1.357342035902086e-07,5.328524751135479e-05,2.451189711034193e-05,1.6999217902572014e-06,4.467436461612486e-07,4.1117487465184955e-07,3.5568771509399185e-08,2.6669083529249563e-09,7.99503508903743e-05
35.524,5.7590676225767584e-05,1.2332235421521944e-07,5.323366936883879e-05,2.4935970569166528e-05,1.4336067294869132e-06,4.2135045760778226e-07,3.779625192500534e-07,4.338793835772878e-08,3.1893240027004617e-09,8.002796152748685e-05
35.774,5.79440610257923e-05,1.1346268691622515e-07,5.258260973765845e-05,2.5523734073618057e-05,1.0928807522459667e-06,3.788782214232569e-07,3.340280760487509e-07,4.485014537450604e-08,3.788880726662722e-09,7.959636410794372e-05
36.024,5.830028720307798e-05,1.1576961930195519e-07,5.177683776370505e-05,2.5846184458138213e-05,8.975807414021695e-07,3.4784779060294104e-07,3.1038978533753916e-07,3.745800526540184e-08,4.3370786846926874e-09,7.889715073800248e-05
36.274,5.850635247902902e-05,1.3443270969259542e-07,5.033362023257221e-05,2.611481946325421e-05,8.321275886974108e-07,3.3910873244537345e-07,3.1088987345115623e-07,2.821885899421723e-08,4.7688269023003055e-09,7.764225429006179e-05
36.524,5.758983014955879e-05,1.5700377085965517e-07,4.76176142043195e-05,2.6981446902673377e-05,7.712302628933048e-07,3.349965323572787e-07,3.114775222113591e-07,2.35190101459196e-08,4.834128654819463e-09,7.573064959406637e-05
36.774,5.626210433384227e-05,1.6731451044878607e-07,4.530422888697267e-05,2.803697903565369e-05,6.765021782463492e-07,3.2974417912235587e-07,3.0687541512128733e-07,2.2868764001068693e-08,4.599830649279414e-09,7.43741483522869e-05
37.024,5.626768061782855e-05,1.688126531383407e-07,4.5315236151164035e-05,2.8486440837545645e-05,6.125582349154803e-07,3.33095856845216e-07,3.0813564066415506e-07,2.4960216181061027e-08,4.309135218750286e-09,7.475729608332423e-05
37.274,5.772238905741387e-05,1.6949517043579962e-07,4.687321886300128e-05,2.8652758461829383e-05,6.081177252134833e-07,3.425138695383199e-07,3.1507470148209694e-07,2.743916805622299e-08,4.090438538145362e-09,7.648498931241661e-05
37.524,5.919823815710048e-05,1.6495006815957496e-07,4.7925389729838245e-05,2.9006835428343898e-05,6.417788049210486e-07,3.443147213591329e-07,3.156964677771051e-07,2.8618253582027794e-08,4.1752448481880795e-09,7.793519346561915e-05
37.774,5.944952783033858e-05,1.5546621885249075e-07,4.821135288902786e-05,2.9253384671813252e-05,6.797067872347863e-07,3.4272891878802487e-07,3.143169880595866e-07,2.8411930728438244e-08,4.600951407843353e-09,7.84929524249872e-05
38.024,5.837211175110497e-05,1.4865296042315062e-07,4.7864014620220976e-05,2.917586832351312e-05,6.791473544010799e-07,3.441952761261512e-07,3.1635082045478396e-07,2.784445567136717e-08,4.9446785549400805e-09,7.806947801075435e-05
38.274,5.228680288316503e-05,1.3502190429117064e-07,4.686073939971704e-05,2.7770525236860546e-05,6.407622132684048e-07,3.324150883953576e-07,3.050271222166858e-07,2.738796617867179e-08,4.741566900122959e-09,7.566607202864069e-05
38.524,4.169764731469381e-05,1.1069282923284287e-07,4.653420376707859e-05,2.3303438804295085e-05,6.296753978191899e-07,3.0072530896952815e-07,2.736333171583676e-07,2.7091991811160664e-08,3.932730876202561e-09,7.103873020170186e-05
38.774,3.3077180037848184e-05,9.150019383844564e-08,4.649013451960208e-05,1.898477477834166e-05,8.609939503864967e-07,2.664455300962123e-07,2.4012750224090973e-07,2.631802785530243e-08,2.9392124659611578e-09,6.679109689965855e-05
39.024,3.2250760345943845e-05,8.892168318599518e-08,4.67161754460093e-05,1.8166762959222817e-05,1.1800338705979252e-06,2.510330766043574e-07,2.258327458942959e-07,2.5200330710061493e-08,2.5692056712339694e-09,6.64147766564651e-05
39.274,3.7735611483700375e-05,9.384415485522191e-08,4.566431177627175e-05,2.2099195687031794e-05,1.1538320421544182e-06,2.584294254081336e-07,2.3088104016408706e-07,2.7548385244046663e-08,2.9988689498944084e-09,6.921019321286141e-05
39.524,4.444844356834039e-05,9.664704737337996e-08,4.643456021146177e-05,2.5220298016707753e-05,9.808028239046434e-07,2.9138998828571287e-07,2.5777673954105124e-07,3.3613248744661615e-08,3.7421279180046365e-09,7.299753646151314e-05
39.774,4.487216710567549e-05,8.467408182567808e-08,4.5746900517267856e-05,2.3646049450454955e-05,8.314598700294275e-07,3.0670851432352374e-07,2.7094263239042664e-07,3.576588193309707e-08,4.0172331959110655e-09,7.092753114950931e-05
40.024,3.433213795036248e-05,5.829757602244468e-08,3.687091662952096e-05,1.641101981479201e-05,6.160988138190991e-07,2.426749960638006e-07,2.148775354069868e-07,2.7797460656813734e-08,3.4670327761679164e-09,5.4905694896746946e-05
40.274,1.7070926330551163e-05,2.8035414587187696e-08,2.0108760115748425e-05,7.388751569024457e-06,3.0250680346765835e-07,1.212018309286471e-07,1.0690241647158304e-07,1.4299414457064045e-08,2.4956382508179316e-09,2.9007277215874603e-05
40.524,4.6278776827949086e-06,7.483979855848937e-09,6.0296417778753985e-06,1.6819405554112502e-06,7.470828023942088e-08,2.9942724323353984e-08,2.5570576049818976e-08,4.372148273535014e-09,1.758905631057452e-09,8.46442414086915e-06
40.774,4.3815813562317263e-07,9.478583447792917e-10,6.239920468446368e-07,8.141380907347132e-08,5.592669973834272e-09,2.853854786014278e-09,1.812019806287917e-09,1.0418349797263606e-09,1.4240682671812822e-09,7.727079335046731e-07
41.024,6.680670609174472e-08,6.32445791738652e-10,7.0505665554947e-08,7.090475952634172e-09,3.2993793473043135e-09,1.5216783657219292e-09,6.957564375453497e-10,8.259219281765796e-10,1.2082510216921485e-09,8.529065836325857e-08
41.274,3.1792375698157975e-08,1.1525808549581225e-09,2.3453274969700086e-08,2.0461025717653255e-08,4.25510172796916e-09,1.7696045759901128e-09,8.901513788072969e-10,8.79453197182816e-10,1.0562282052627462e-09,5.1783511646708354e-08
41.524,3.5083846774317825e-08,1.7873291947040262e-09,1.644754422213371e-08,3.716931513328226e-08,5.685699137911428e-09,2.6267474662880216e-09,1.441378464523041e-09,1.185369001764981e-09,9.831468275759758e-10,6.3027655090443e-08
41.774,4.007520068361168e-08,2.0195034175509046e-09,1.7803206162135844e-08,4.1142499534945414e-08,6.337061629460673e-09,3.670544501095223e-09,1.964848464573599e-09,1.7056960365216234e-09,9.614164528011486e-10,7.018916811184556e-08
42.024,3.437383952779185e-08,2.0373600138390564e-09,1.5699550801498233e-08,3.320768512508108e-08,6.1868564991595605e-09,4.324052876313967e-09,2.32514380683924e-09,1.998909069474727e-09,9.539011147085147e-10,6.086265742917968e-08
42.274,2.470383494156563e-08,2.3421783984425035e-09,1.1826733473753792e-08,2.302691571007773e-08,6.067916718436615e-09,4.246752579978413e-09,2.52715895679071e-09,1.7195936231877037e-09,9.303445271174662e-10,4.634831692638497e-08
42.524,2.1926786251215056e-08,2.5048156664092644e-09,1.2517295741063124e-08,1.6264463961550344e-08,5.858931972473078e-09,3.6240604257970598e-09,2.4421539681758773e-09,1.181906457621182e-09,9.187668780992722e-10,3.943604197279709e-08
42.774,2.985691139730982e-08,1.974730265716305e-09,2.1413904425413783e-08,1.3262581274475904e-08,4.63011980433187e-09,3.2201694767652864e-09,2.27019362633038e-09,9.49975850434907e-10,9.36714179715565e-10,4.3785426590924166e-08
43.024,4.122501744924017e-08,1.3330476227993097e-09,3.3359550851780856e-08,1.1818198341647881e-08,2.9867646663826028e-09,3.5232665087875083e-09,2.395258380809835e-09,1.1280081279776744e-09,9.636895304261783e-10,5.303760858222277e-08
43.274,4.399274791961511e-08,1.3844094059506958e-09,3.9363927631950775e-08,8.905169749535081e-09,2.578045322476356e-09,3.942427000022607e-09,2.595056861283449e-09,1.3473701387391584e-09,9.873351657328428e-10,5.652131605570533e-08
43.524,4.018604643246277e-08,1.9295724120241715e-09,4.0397150294827846e-08,5.170258733384198e-09,3.859308977311858e-09,4.1521459065795e-09,2.8158569451039156e-09,1.3362889614755869e-09,1.0631964878699167e-09,5.522731136293322e-08
43.774,3.958401878634341e-08,2.2508056552351035e-09,4.2322844342427215e-08,3.7108085070053854e-09,5.382698794065459e-09,4.4869672282735555e-09,3.2279667005887604e-09,1.259000527684796e-09,1.2292241202094003e-09,5.7272091114397766e-08
44.024,3.946799167354071e-08,2.2843619166970087e-09,4.047258080875126e-08,6.313994762647162e-09,5.516112761132825e-09,5.0039147376889665e-09,3.627059486320278e-09,1.376855251368689e-09,1.3653855731430908e-09,5.8864030041225206e-08
44.274,3.216527564829672e-08,2.2080054415847888e-09,3.0196040234061396e-08,9.6231689566411e-09,4.301694520944927e-09,5.2941174577709e-09,3.7035003457864387e-09,1.5906171119844617e-09,1.3124269320237836e-09,5.0998259635464616e-08
44.524,2.132402736094457e-08,1.9146673170862485e-09,1.9163519898488595e-08,9.824580501307186e-09,2.895661290556415e-09,5.520995729929711e-09,3.5688930315532675e-09,1.9521026983764437e-09,1.0996860315236303e-09,3.86325206079257e-08
44.774,1.3510199430537208e-08,1.5600500748549442e-09,1.2219537956218018e-08,8.345296661336023e-09,1.8912910514215813e-09,5.9879102328266865e-09,3.3660936324012025e-09,2.6218166004254836e-09,9.737201388378586e-10,3.032239871404949e-08
45.024,8.938707973452334e-09,1.576143469049732e-09,7.74738234567369e-09,7.886556303432765e-09,1.4961942594472495e-09,6.269667836076148e-09,3.180823818680518e-09,3.08884401739563e-09,1.071807210825357e-09,2.5972439728392374e-08
45.274,9.67961135574742e-09,1.8215380015438982e-09,8.749489942855753e-09,8.063782962391637e-09,1.6810881929113555e-09,5.867250958023015e-09,2.9740416846581512e-09,2.8932092733648632e-09,1.1865534744191582e-09,2.6672965131495842e-08
45.524,1.6631325553666325e-08,1.6549043533543978e-09,1.747338474830858e-08,7.16822314871372e-09,1.9051534696456806e-09,4.8207707751884515e-09,2.4708942498142777e-09,2.349876525374175e-09,1.1518540752231137e-09,3.331742974821653e-08
45.774,2.2572406128872277e-08,1.2626484724099258e-09,2.685546834839639e-08,5.896829036249487e-09,1.8046415633422936e-09,3.822782043226409e-09,1.892771045658124e-09,1.9300109975682846e-09,1.1260041441124728e-09,4.030803342469581e-08
46.024,2.3631081410928248e-08,1.4837355554660613e-09,2.860113925117107e-08,5.647313127195991e-09,2.1128695996072334e-09,3.478605626120874e-09,1.846271898789097e-09,1.632333727331777e-09,1.2115821986944906e-09,4.269958901482775e-08
46.274,2.224267686568834e-08,1.942385051741015e-09,2.3751133725996497e-08,6.071486982571366e-09,3.029547706627069e-09,3.4437744756224445e-09,1.9539489878750873e-09,1.489825487747358e-09,1.260649716137863e-09,3.975140819969989e-08
46.524,1.9670197322800286e-08,1.887907793210975e-09,1.9144998978105393e-08,7.332910488740484e-09,4.016363706146707e-09,3.2542276738075095e-09,1.7325370713132825e-09,1.5216906024942264e-09,1.1774085453488458e-09,3.6304457010608474e-08
46.774,1.7273734962403908e-08,1.5026153722807179e-09,1.6657023069584583e-08,1.2232506151098142e-08,4.619117018086149e-09,3.224114359840798e-09,1.627441862752206e-09,1.5966724970885925e-09,1.1025396924032435e-09,3.89991890397331e-08
47.024,1.5644610850472874e-08,1.2588658666506616e-09,1.4241916222603611e-08,2.0005446898331535e-08,4.437431143348336e-09,3.5687479370072784e-09,2.0319455372625485e-09,1.5368023997447305e-09,1.117712036392433e-09,4.474272696641587e-08
47.274,1.4090349921675543e-08,1.1702878122004597e-09,1.12178436684572e-08,2.3420033256948617e-08,3.744444732686941e-09,4.078005919585787e-09,2.7510277235141395e-09,1.326978196071648e-09,1.1030059165313067e-09,4.42800198671591e-08
47.524,1.10307197258472e-08,1.773835902510418e-09,9.80243689506435e-09,1.8737156899730868e-08,3.614129081387397e-09,4.8369366393424985e-09,3.601843924106187e-09,1.2350927152363107e-09,9.95388274669471e-10,3.814371380918735e-08
47.774,1.3164172113567383e-08,3.723851671771854e-09,1.621369662553691e-08,1.1057998367372642e-08,4.631746058577329e-09,5.826021232005225e-09,4.46319811352948e-09,1.3628231184757438e-09,9.312490184668796e-10,3.8848010663950245e-08
48.024,2.2664003817957438e-08,5.416171994556912e-09,2.8993359229319326e-08,6.63551069915432e-09,5.521046464156956e-09,6.204510996031753e-09,4.701737016292811e-09,1.5027739797389405e-09,9.915379142205039e-10,4.844167930261866e-08
48.274,2.8557742745393504e-08,4.874217712548537e-09,3.339227727517861e-08,7.1823695679423885e-09,5.18649088752668e-09,5.369319122165951e-09,3.816412230053713e-09,1.5529068921122385e-09,1.0611203484824632e-09,5.25827117818526e-08
48.524,2.5610549701726045e-08,3.194761494199383e-09,2.418409321313786e-08,1.0956341400248427e-08,4.123550428370688e-09,4.4310277534436495e-09,2.7994693917642514e-09,1.6315583616793984e-09,1.0980561445101675e-09,4.512533755103736e-08
48.774,2.1122351935044327e-08,2.7887902738356564e-09,1.3828607543164514e-08,1.3693469583874327e-08,3.4529082669689924e-09,4.766516182290844e-09,2.7457601552200877e-09,2.020756027070756e-09,1.172780433372592e-09,3.701348131135369e-08
49.024,2.1457856894045562e-08,3.440761079908435e-09,1.1910886217809543e-08,1.3760450808380202e-08,3.6598811724172348e-09,5.9970735984720495e-09,3.163743104387086e-09,2.8333304940849616e-09,1.2180649574782535e-09,3.705589680076671e-08
49.274,2.4557930249941484e-08,3.5001958585752845e-09,1.5280476704974955e-08,1.3793675267889634e-08,4.3957761078400475e-09,7.30340585410752e-09,3.759779885891935e-09,3.5436259682155846e-09,1.1031118029124199e-09,4.252536648098947e-08
49.524,2.6590674609945754e-08,2.9592698263701765e-09,1.7626294848520492e-08,1.420993364166915e-08,5.630090718269896e-09,8.095932615092883e-09,4.4592578784431495e-09,3.636674736649731e-09,9.314856895671605e-10,4.780623287720493e-08
49.774,2.4221676176769453e-08,2.3811977754369256e-09,1.6536861633009367e-08,1.3029789316257388e-08,6.76188340694298e-09,7.85363220018234e-09,4.462993900914031e-09,3.3906382992683104e-09,8.958071473703629e-10,4.7366080216907834e-08
50.024,1.8738466372490403e-08,1.6182367289114062e-09,1.3423017176191002e-08,1.0647218145373093e-08,6.503462143950745e-09,6.459557593205793e-09,3.265225300949366e-09,3.1943322922564297e-09,9.576495848929438e-10,3.958222776847055e-08
50.274,1.5092778584390924e-08,8.88147418372041e-10,1.0540677018484634e-08,1.0192326287084492e-08,4.950359442632895e-09,4.869564589440449e-09,1.889278359498191e-09,2.9802862299422576e-09,1.0085155743665366e-09,3.2045565544465676e-08
50.524,1.3554527306231646e-08,7.429434172491036e-10,8.695998384018214e-09,1.1999881390289737e-08,3.968152010969541e-09,3.887064707466963e-09,1.3729117751343158e-09,2.5141529323326477e-09,1.052524948255473e-09,3.0158303747765244e-08
50.774,1.151582031550872e-08,9.688247224778047e-10,8.223426843045527e-09,1.4676899971029783e-08,3.902416856236927e-09,3.281475797172086e-09,1.3182985041036234e-09,1.963177293068462e-09,1.0925740419646314e-09,3.147885827699524e-08
51.024,1.1113684852834683e-08,1.748570760213375e-09,1.042286617958297e-08,1.5636807823668077e-08,4.652241343431619e-09,3.3981363215977587e-09,1.7599535361324122e-09,1.638182785465347e-09,1.058376188137041e-09,3.526290355950858e-08
51.274,1.3210026151521883e-08,3.991652343795162e-09,1.366498738792238e-08,1.3558317021314158e-08,7.686546632988898e-09,4.764905665099279e-09,2.9575468288126266e-09,1.8073588362866525e-09,9.252943942837889e-10,4.079278198749149e-08
51.524,1.4828363628660795e-08,6.49208859887609e-09,1.539227858848658e-08,9.733589548338054e-09,1.182642768223992e-08,6.3372927176790746e-09,4.063970330952944e-09,2.273322386726129e-09,8.865763321631333e-10,4.4290782493285875e-08
51.774,1.5237091843628853e-08,6.650237767082474e-09,1.6618435180161777e-08,7.498509171288877e-09,1.223174241152703e-08,6.902931447394927e-09,4.407454902747367e-09,2.495476544647561e-09,1.056334211625773e-09,4.4549733647932866e-08
52.024,1.5613338714913394e-08,4.488679608526314e-09,1.880719200319555e-08,8.493401474457866e-09,8.000113107613091e-09,6.7029233191031805e-09,4.344392592109523e-09,2.3585307269936574e-09,1.28128897007889e-09,4.369348658037814e-08
52.274,1.4448175478521553e-08,2.771943889679264e-09,1.7422448485667545e-08,1.089355604616814e-08,4.023061827612366e-09,6.45201564695892e-09,4.061482399992588e-09,2.3905332469663315e-09,1.3795678272016224e-09,4.141991035961004e-08
52.524,1.1526602544614488e-08,2.7071803159135813e-09,1.2280250181538057e-08,1.189177584931142e-08,3.0413045386655742e-09,6.1264356312317315e-09,3.215080377307926e-09,2.9113552539238048e-09,1.3741494900136816e-09,3.6335521128432295e-08
52.774,8.651099427732472e-09,2.9088281619018845e-09,7.884495250515843e-09,1.102904440613213e-08,3.812405285390095e-09,5.304390724913325e-09,2.015534702770321e-09,3.2888560221430035e-09,1.3342191865472998e-09,3.021803145967095e-08
53.024,7.29797988559237e-09,2.5851000522394307e-09,6.877757318863181e-09,9.567903278318905e-09,4.748359081333313e-09,4.28903542147787e-09,1.415227918709213e-09,2.873807502768658e-09,1.19938364451559e-09,2.7080708629303594e-08
53.274,9.233967531480745e-09,2.8477911290031816e-09,9.45428922869265e-09,8.99496098004238e-09,6.016350160954139e-09,3.5840216377469656e-09,1.4244389088053558e-09,2.1595827289416105e-09,1.008016285625827e-09,2.960767664601997e-08
53.524,1.368949110009481e-08,4.554887079317624e-09,1.3085405489720059e-08,1.0090598855837453e-08,8.328205482331246e-09,3.756272859493122e-09,1.7516597298813589e-09,2.004613129611762e-09,9.015401654752271e-10,3.7278471809046265e-08
53.774,1.6112699915275838e-08,6.209605229950894e-09,1.3655538849094094e-08,1.0916568894687491e-08,1.0202636513265764e-08,4.387243707117079e-09,2.1281855099428496e-09,2.2590581971742304e-09,9.192962651365404e-10,4.177097017133353e-08
54.024,1.4229417920462219e-08,5.765116836645415e-09,1.1820092622020295e-08,8.944248428614424e-09,9.828593288708003e-09,4.813210814532132e-09,2.5684789918796964e-09,2.2447318226524347e-09,1.0139065263381508e-09,3.741169846684903e-08
54.274,1.0372271345567036e-08,3.86590685201606e-09,1.0363309357403758e-08,5.59121498835929e-09,7.86995844017068e-09,5.134519518838505e-09,3.2149241075161377e-09,1.9195954113223672e-09,1.1386249632017117e-09,3.0912164729060936e-08
54.524,7.382858223191933e-09,2.6742544712265205e-09,9.331526159944634e-09,4.358229585210961e-09,6.0640586544958534e-09,6.000094659621642e-09,4.2932018222851976e-09,1.7068928373364442e-09,1.2202125227238565e-09,2.8187680875174255e-08
54.774,5.7832652608639955e-09,2.702821965602096e-09,6.823135137069452e-09,5.841359247264914e-09,4.91118514118905e-09,7.159918756721364e-09,5.441973102734891e-09,1.7179456539864718e-09,1.2211902031367591e-09,2.6767273302303394e-08
55.024,6.003387922903084e-09,2.7763494822253756e-09,3.6788367903325593e-09,8.739940573646891e-09,4.383939517071887e-09,7.623821955959929e-09,5.665112976788531e-09,1.958708979171395e-09,1.2699849015568338e-09,2.655001378489201e-08
55.274,7.916538129075197e-09,2.62415230461264e-09,3.636097798585758e-09,1.0056239804925324e-08,4.7181644762994655e-09,7.2670861579942895e-09,4.924568293204763e-09,2.342517864789528e-09,1.4221645929274428e-09,2.80170445618331e-08
55.524,8.849604119013386e-09,2.7849784658081717e-09,6.433250353748817e-09,8.945318023026887e-09,4.7504632592598005e-09,6.647130718863407e-09,4.177993321643685e-09,2.4691373972197227e-09,1.4932433410576537e-09,2.8585227366667947e-08
55.774,7.834902652607798e-09,2.946747359458547e-09,8.770794272098273e-09,7.677710073482321e-09,3.852770055498541e-09,5.843632607616771e-09,3.7780682258523664e-09,2.0655643817644045e-09,1.337881696449908e-09,2.7601853266666854e-08
56.024,5.661207782422852e-09,2.6950788526151967e-09,8.66108934969919e-09,7.3570168963930605e-09,2.892963231899769e-09,4.957082123502926e-09,3.5089619804451373e-09,1.4481201430577879e-09,1.1054449994235436e-09,2.5145308931028437e-08
56.274,3.492373973962277e-09,2.474323317569306e-09,6.892134330857786e-09,6.304537517583792e-09,2.2500629516888366e-09,4.854408998964372e-09,3.602992597052959e-09,1.2514164019114114e-09,9.765092070416257e-10,2.1937058120760887e-08
56.524,2.5894982733896238e-09,2.5423705042705866e-09,5.30016060677596e-09,5.051556350007157e-09,1.869947457944861e-09,5.5727854054125926e-09,3.907619546990677e-09,1.6651658584219165e-09,9.300570229901749e-10,1.9936794157087338e-08
56.774,4.723012517210802e-09,2.41133508055821e-09,5.400831548429768e-09,6.3046298907103e-09,2.122654018160423e-09,5.895748303258353e-09,3.610603487001854e-09,2.285144816256501e-09,9.121702117065932e-10,2.1696784724554312e-08
57.024,8.637256302485696e-09,2.0016648324119074e-09,7.019896745644097e-09,9.016245134476276e-09,2.640078730203243e-09,5.306454532084723e-09,2.7863705871346394e-09,2.5200839449500812e-09,9.464254179414964e-10,2.6439266545371257e-08
57.274,1.0977506656837288e-08,1.669425616174101e-09,9.118688615425061e-09,9.882163591128627e-09,2.933855971100604e-09,4.316587227593805e-09,2.094867526019966e-09,2.221719701573841e-09,1.0669131544701897e-09,2.9300061220924027e-08
57.524,9.858711560451631e-09,1.3280009371246511e-09,9.106119829645955e-09,8.460841907348269e-09,2.897285624065971e-09,3.5003538926174228e-09,1.7456860628071803e-09,1.7546678298102429e-09,1.2598625948749128e-09,2.6443908555649546e-08
57.774,7.005899626714797e-09,9.587295484805822e-10,6.742746779488205e-09,6.3569204772175316e-09,2.6871551202892434e-09,3.7042292942136875e-09,2.2003753228976253e-09,1.5038539713160628e-09,1.4188623181076655e-09,2.121424676876792e-08
58.024,4.95562810695492e-09,1.0126090270604122e-09,4.5430369832211425e-09,4.745812205647252e-09,2.587364091964389e-09,5.4065945534566735e-09,4.0352935719879665e-09,1.3713009814687074e-09,1.4269936191495721e-09,1.8768114364891255e-08
58.274,4.8761600199373075e-09,1.7761359702695087e-09,4.4894509188421225e-09,4.713713325119793e-09,2.943924437268144e-09,7.143606238036027e-09,5.834940240420891e-09,1.308665997615136e-09,1.3178203788532892e-09,2.074260480259542e-08
58.524,6.528890631306969e-09,2.6821866053535278e-09,5.986124827428867e-09,7.246143702769241e-09,3.99712696478603e-09,7.146300982678232e-09,5.6360168229476276e-09,1.510284159730604e-09,1.2226016192126468e-09,2.5749413210438818e-08
58.774,8.38789734731912e-09,2.99034991973159e-09,7.82216893677669e-09,1.0798264104153853e-08,5.039927067092556e-09,5.848425767867953e-09,3.953118864078766e-09,1.895306903789187e-09,1.1741969072294436e-09,3.1206962511426275e-08
59.024,8.46822746186713e-09,2.899115437009845e-09,8.289992667687256e-09,1.1809176929153672e-08,5.427711753331071e-09,5.0814277644098635e-09,3.070921525610965e-09,2.0105062387989004e-09,1.107871303878877e-09,3.3468339764053786e-08
59.274,6.689604618981708e-09,3.0756233072977877e-09,7.105100187798764e-09,9.42142038092924e-09,5.406250196492431e-09,5.5292745963337015e-09,3.863101819566458e-09,1.6661727767672413e-09,1.0931548920541068e-09,3.122382656972316e-08
59.524,5.797401276743342e-09,3.2787039531630666e-09,6.864106696977726e-09,7.298765908693484e-09,5.265666690398405e-09,6.360950612079127e-09,5.116247080641965e-09,1.2447035314371643e-09,1.2079987984383463e-09,2.890986895666283e-08
